Open Government Licence, v1.0	http://purl.org/NET/rdflicense/ukogl1.0
Open Government Licence, v2.0	http://purl.org/NET/rdflicense/ukogl2.0
Open Government Licence, v3.0	http://purl.org/NET/rdflicense/ukogl3.0
Oracle Berkely DB License, v1.0	http://purl.org/NET/rdflicense/ORACLE1.0
OS Open Data License, v3.0	http://purl.org/NET/rdflicense/OS3.0
Public domain	http://purl.org/NET/rdflicense/publicdomain
Public Domain Mark, v1.0	http://purl.org/NET/rdflicense/PDM1.0
Simple Public License, v2.0	http://purl.org/NET/rdflicense/simple2.0
UK NonCommercial Government License, v1.0	http://purl.org/NET/rdflicense/ogl-nc1.0
UK NonCommercial Government License, v1.0	http://purl.org/NET/rdflicense/OGL1.0
Uveďte původ Česká republika, v2.5	http://purl.org/NET/rdflicense/cc-by2.5cz
W3C Software Notice and License, v1.0	http://purl.org/NET/rdflicense/W3C1.0
Web NDL Authority License	http://purl.org/NET/rdflicense/NDL1.0
